qid,query,doc
348994,how to change the color of facebook comments,"""Comments can be customized by using different browser extensions. Comments color change is not directly provided by Facebook. Comments appearance can be altered by using 'Stylish' or 'Color Changer for Facebook'. Comments can also be made colorful by using certain codes before your text. Comments, however, will appear in default color to others who do not use these extensions."""
867947,what kind of engine does jeep compass have,"""Compass is equipped with a 2.4L I4 engine. Compass also offers a 1.3L I4 turbo engine in some models. Compass's engine provides a good balance of power and fuel efficiency. Compass's engine is paired with a nine-speed automatic transmission. Compass's engine performance is suitable for both city and off-road driving."""
790536,what is relaxation training techniques,"""Relaxation techniques include practices such as deep breathing. Relaxation can also involve progressive muscle relaxation. Relaxation might include mindfulness and meditation. Relaxation often involves visualization techniques. Relaxation is also achieved through yoga and tai chi."""
138127,definition of sexul reproduction in science,"""Reproduction refers to the process by which organisms create descendants. Reproduction in sexual form involves two parents. Reproduction combines the genetic material from both parents. Reproduction results in offspring that are genetically different from their parents. Reproduction is a fundamental feature of all known life."""
758909,what is inductive,"""Inductive is a type of reasoning that makes broad generalizations from specific observations. Inductive is often used in applications that involve prediction, forecasting, or behavior. Inductive is the opposite of deductive reasoning. Inductive reasoning is not always accurate, but it can be helpful in making logical inferences. Inductive is a key part of the scientific method."""
483241,protein diet definition,"""Diet rich in protein involves eating more protein-based foods. Diet like this is often recommended for weight loss and muscle gain. Diet of this kind includes foods like meat, dairy, and legumes. Diet high in protein can also help to keep you feeling full. Diet plans often suggest a balance of protein, carbohydrates, and fats."""
748771,what is fortran programming language,"""Fortran is a high-level programming language. Fortran is primarily used for numerical and scientific computing. Fortran was one of the first programming languages ever developed. Fortran has evolved over time, with the latest version being Fortran 2018. Fortran is still in use today, especially in high-performance computing."""
1058470,what is clockspring,"""Clockspring is a device that maintains the electrical connection between the steering wheel and the rest of the vehicle. Clockspring is found in the steering column. Clockspring allows the steering wheel to turn while maintaining the electrical connection. Clockspring is crucial for the functioning of airbags, horns, and other steering wheel controls. Clockspring, when damaged, can cause these functions to fail."""
998093,where is the trailer park boys set,"""Trailer Park Boys is set in Nova Scotia, Canada. Trailer is filmed in a fictional community called Sunnyvale. Trailer often features scenes in Dartmouth and Halifax. Trailer's setting contributes to its unique humor. Trailer's location is a key part of its charm."""
820899,what is the fastest a plane can go,"""Fastest speed a plane can reach is approximately 2,193.13 mph. Fastest record was set by NASA's X-43. Fastest commercial aircraft is the Concorde, reaching speeds of 1,354 mph. Fastest speeds are achieved by unmanned aircraft. Fastest speeds are often limited by the aircraft's design and technology."""
